resolution_topics;gender;name;resolution_category;retweet_count;text;tweet_coord;tweet_created;tweet_date;tweet_id;tweet_location;tweet_state;user_timezone;tweet_region
Be more positive;female;1derWoman58;Personal Growth;0;Live life to its fullest! Love like there's no tomorrow! Pay it forward! What's yours? #ResolutionsFor2015 #NewYearsResolution #resolutions;;2014-12-31T23:20:00;2014-12-31;5,50552E+17;Southern California;CA;PST;West
Humor about Health and Fitness Resolutions;female;Hailzmarie1;Humor;0;#NewYearsResolution give 'em a chase;;2014-12-31T23:20:00;2014-12-31;5,50552E+17;Evansville, IN;IN;Eastern Time (US & Canada);Midwest
Read more books;male;the_allister;Personal Growth;0;Rather than despair, I want to repair. #NewYearsResolution;;2014-12-31T23:19:00;2014-12-31;5,50552E+17;Sunny California;CA;Nairobi;West
Spend less time on Facebook;female;emilythinguyen;Personal Growth;0;#NewYearsResolution finish what I start lol. Can't stay with a job for more than 6 months anymore because of all these  opportunities.;;2014-12-31T23:19:00;2014-12-31;5,50552E+17;Covington;LA;Arizona;South
Humor about not Resolutions in general;male;ToddMenesses;Humor;0;Okay it's been more than an hour...can I give up on my resolutions yet?#NewYearsResolution;;2014-12-31T23:19:00;2014-12-31;5,50552E+17;New Orleans;LA;;South
Other;male;SJaraguchi;Career;0;"""@KingAshari: #NewYearsResolution finish my mixtape _???_???""";;2014-12-31T23:17:00;2014-12-31;5,50551E+17;Lufkin;TX;;South
Have more patience;male;spaceghostvil;Personal Growth;1;???@ChaldeanCutie: My #NewYearsResolution is too stop letting @TheUncurvable nut in me?? http://t.co/Pt1pxlbweg;;2014-12-31T23:16:00;2014-12-31;5,50551E+17;compton, Ca ;CA;;West
Be more positive;male;Yo_Soy_Hugo;Personal Growth;0;Be fucking happy! ??? #NewYearsResolution;;2014-12-31T23:15:00;2014-12-31;5,50551E+17;McAllen, Tx;TX;Eastern Time (US & Canada);South
Other;male;OhThatsDanny;Career;0;#NewYearsResolution figure out my acting as well, that's the career move #yeslawd;;2014-12-31T23:14:00;2014-12-31;5,50551E+17;Corona, CA;CA;Arizona;West
Other;male;trevorvaughan7;Recreation & Leisure;0;#NewYearsResolution... Get some PT _???_???;;2014-12-31T23:14:00;2014-12-31;5,50551E+17;Illinois;IL;;Midwest
Quit job;male;OhThatsDanny;Career;0;#NewYearsResolution  to continue working hard with modeling and promoting and not using the kids as a crutch to hold me back.;;2014-12-31T23:13:00;2014-12-31;5,5055E+17;Corona, CA;CA;Arizona;West
Eat healthier;female;RMarxChicky87;Health & Fitness;0;"#NewYearsResolution to eat a little better &amp; try to keep my skin as clear as possible";;2014-12-31T23:13:00;2014-12-31;5,5055E+17;Maryland;MD;Eastern Time (US & Canada);South
Save money;male;R_4347;Finance;0;My new years resolution: Get money, fuck bitches. #NewYearsResolution;;2014-12-31T23:12:00;2014-12-31;5,5055E+17;Philadelphia, Pennsylvania;PA;Atlantic Time (Canada);Northeast
Humor about Helping Others Resolutions;male;R_E_D_iculous;Humor;0;"1) Make fewer Taylor Swift jokes
2) Make more Bastille jokes 

If you close yo oys

#NewYearsResolution";;2014-12-31T23:11:00;2014-12-31;5,5055E+17;Utah;UT;;West
Update my wardrobe;female;alexxssiss;Personal Growth;1;RT @Jessiceratsix: @alexxssiss I am legit wearing my pjs.  #notopants #NewYearsResolution;;2014-12-31T23:11:00;2014-12-31;5,5055E+17;new york;NY;Pacific Time (US & Canada);Northeast
Humor about New Years;male;JBiGGlzworth;Humor;0;#NewYearsResolution : lite sum illegal fireworks;;2014-12-31T23:10:00;2014-12-31;5,5055E+17;United States of Cali4nia;CA;Pacific Time (US & Canada);West
Cash in on my stock options;male;m0rerice;Finance;0;Gonna make bank from stocks. #newyearsresolution;;2014-12-31T23:10:00;2014-12-31;5,5055E+17;Seattle;WA;Pacific Time (US & Canada);West
Humor about New Years;male;JustinVanWyhe;Humor;1;RT @DHenry52: Get at least 3 girls pregnant, quit school, and mooch off taxpayers... #NewYearsResolution;;2014-12-31T23:09:00;2014-12-31;5,50549E+17;sioux city ia;IA;Central Time (US & Canada);Midwest
Acheive My Goals;female;WOAHITSCASH;Personal Growth;1;RT @Sexuallycam: #NewYearsResolution to meet cameron;;2014-12-31T23:08:00;2014-12-31;5,50549E+17;Cameron's Bed, Texas;TX;Central Time (US & Canada);South
Find a Girlfriend;male;SalomonFaye;Family/Friends/Relationships;3;No more mediocre women #NewYearsResolution;;2014-12-31T23:06:00;2014-12-31;5,50548E+17;NYC;NY;Quito;Northeast
Other;male;OhThatsDanny;Recreation & Leisure;0;#NewYearsResolution  the engage more in the word for the girls. _???_???_??;;2014-12-31T23:05:00;2014-12-31;5,50548E+17;Corona, CA;CA;Arizona;West
Other;male;AWShurtliff;Recreation & Leisure;0;#NewYearsResolution for 2015: create my first illustrated story and buy #byuvocalpoint new CD;;2014-12-31T23:04:00;2014-12-31;5,50548E+17;Globe, AZ;AZ;Mountain Time (US & Canada);West
Other;female;thebrittanyboz;Time Management/Organization;0;#NewYearsResolution get ready to leave fl;;2014-12-31T23:04:00;2014-12-31;5,50548E+17;ridgecrest, CA;CA;Eastern Time (US & Canada);West
Spend more time with family;male;OhThatsDanny;Family/Friends/Relationships;0;#NewYearsResolution to be the best father to my family that I can be.;;2014-12-31T23:04:00;2014-12-31;5,50548E+17;Corona, CA;CA;Arizona;West
Try new things;female;julia_cathx3;Personal Growth;0;"Be positive no matter what, go to the gym 2-3 times a week, and never stop standing up for myself, my fam &amp; friends  #NewYearsResolution";;2014-12-31T23:03:00;2014-12-31;5,50548E+17;Connecticut;CT;Eastern Time (US & Canada);Northeast
Lose weight;male;cathompson;Health & Fitness;0;"My #NewYearsResolution: 1. Quit drinking soda. 2. Reduce carb intake. 3. Lose weight &amp; belly fat. 4. Get BMI to 24.9 or lower.";[0.0, 0.0];2014-12-31T23:03:00;2014-12-31;5,50548E+17;Blackfoot, ID;ID;Mountain Time (US & Canada);West
Humor about Health and Fitness Resolutions;male;Jayson_Peterson;Humor;1;RT @BryceMan80: My #2015 #NewYearsResolution is to hate every thing! #GrumpyCat @RealGrumpyCat http://t.co/x3FJeptops;;2014-12-31T23:02:00;2014-12-31;5,50548E+17;Seattle,  WA ;WA;Pacific Time (US & Canada);West
Humor about Helping Others Resolutions;male;agalcw;Humor;1;315 ass to grass #NewYearsResolution;;2014-12-31T23:02:00;2014-12-31;5,50548E+17;Bartlett, TN;TN;Central Time (US & Canada);South
Be more positive;male;thatgirlmichael;Personal Growth;0;To take time to stop and smell the roses (and the wildflowers) _???#NewYearsResolution;;2014-12-31T23:02:00;2014-12-31;5,50548E+17;Waco, TX;TX;Mountain Time (US & Canada);South
Other;female;lolkurstin;Family/Friends/Relationships;4;RT @BethKeola: #newyearsresolution stay away from fuck boys;;2014-12-31T23:02:00;2014-12-31;5,50547E+17;texas;TX;Eastern Time (US & Canada);South
Spend more time on my hobby;male;Cigar_JCL4;Recreation & Leisure;0;My #NewYearsResolution is to spend more time at @GulfstreamPark #HorseRacing http://t.co/FoYcfG2me0;;2014-12-31T23:01:00;2014-12-31;5,50547E+17;Key West;FL;Eastern Time (US & Canada);South
Update my wardrobe;male;thatkidjasonn;Personal Growth;2;RT @kingLorenzo911: Buy more shoes #NewYearsResolution #nike2015;;2014-12-31T22:59:00;2014-12-31;5,50547E+17;Abilene, TX;TX;;South
Have more patience;female;bar12c;Personal Growth;0;My word for the year. Because I seriously need some #patience in my life #newyearsresolution http://t.co/p1eIshng0I;;2014-12-31T22:59:00;2014-12-31;5,50547E+17;Nebraska;NE;Central Time (US & Canada);Midwest
Humor about not Resolutions in general;male;tracedeaton;Humor;1;My New Years Resolution is 1080p just like last year #NewYearsResolution;;2014-12-31T22:58:00;2014-12-31;5,50547E+17;Osage Beach/Cincinnati Ohio;OH;Mountain Time (US & Canada);Midwest
Be more positive;male;keric1;Personal Growth;0;"#NewYearsResolution: to never limit the boundaries of any genuine love I'm capable of bestowing on the earth &amp; mankind.";;2014-12-31T22:57:00;2014-12-31;5,50546E+17;Warrenton Virginia;VA;;South
Focus on my self;female;iRepWako;Personal Growth;0;I'm not sure if I'm scared of seeing my blood, the pain or the needle. I need to get over my fears. I'm a grown as mf #NewYearsResolution;;2014-12-31T22:57:00;2014-12-31;5,50546E+17;Minnesota;MN;Central Time (US & Canada);Midwest
Have a baby;female;sdowns;Family/Friends/Relationships;0;"""In 2015, my #NewYearsResolution is to NOT give you iced tea after 8 PM."" -@SumanRavuri, to a boisterous me.";[37.61739764, -122.39628837];2014-12-31T22:56:00;2014-12-31;5,50546E+17;Oakland, CA;CA;Pacific Time (US & Canada);West
Be More Fun;female;EmShrem;Personal Growth;0;#NewYearsResolution Watch more Netflix;;2014-12-31T22:55:00;2014-12-31;5,50546E+17;Brooklyn, NY ;NY;Quito;Northeast
Other;female;bflute06;Recreation & Leisure;0;But my one #NewYearsResolution for this year: pet a penguin.;;2014-12-31T22:55:00;2014-12-31;5,50546E+17;indianapolis;IN;Central Time (US & Canada);Midwest
Acheive My Goals;male;pastorcgordon;Personal Growth;0;#NewyearsResolution Resolved, Never to give over, nor in the least to slacken, my fight with my corruptions, however unsuccessful I may be;;2014-12-31T22:55:00;2014-12-31;5,50546E+17;Wichita, KS;KS;Central Time (US & Canada);Midwest
Other;female;bubblegumcutie6;Personal Growth;0;#NewYearsResolution to try to stop s.h _??_;;2014-12-31T22:55:00;2014-12-31;5,50546E+17;Laredo;TX;;South
Be more positive;female;g00dvibesss;Personal Growth;3;#NewYearsResolution to be happy at all times and appreciate and value any times;;2014-12-31T22:55:00;2014-12-31;5,50546E+17;Williamstown, NJ;NJ;;Northeast
Make new friends;female;vindigogh;Family/Friends/Relationships;0;#NewYearsResolution meet new people, and make more friends;;2014-12-31T22:53:00;2014-12-31;5,50545E+17;nyc;NY;Eastern Time (US & Canada);Northeast
Read more books;female;emilybo_bemily;Personal Growth;0;This year I vowed to be less judgmental. I already failed. Twice. #oops #NewYearsResolution;;2014-12-31T22:53:00;2014-12-31;5,50545E+17;Manhattan, KS;KS;Mountain Time (US & Canada);Midwest
Eat healthier;male;Serial_raver;Health & Fitness;0;My #NewYearsResolution is #mealprep _???;;2014-12-31T22:53:00;2014-12-31;5,50545E+17;brewster ny;NY;;Northeast
Lose weight;male;traedh97;Health & Fitness;0;#NewYearsResolution stay healthy for sports and to become a better man.;;2014-12-31T22:53:00;2014-12-31;5,50545E+17;Tahlequah, Ok;OK;;South
Eat healthier;female;vindigogh;Health & Fitness;0;#NewYearsResolution is to eat healthier!!! Fruits and veggies everyday;;2014-12-31T22:52:00;2014-12-31;5,50545E+17;nyc;NY;Eastern Time (US & Canada);Northeast
Use less social media;male;KrazyJDaBoss;Personal Growth;0;#NewYearsResolution 3.. Become legendary....;;2014-12-31T22:52:00;2014-12-31;5,50545E+17;Killeen, Tx;TX;Alaska;South
Humor about New Years;male;The_Gradester;Humor;0;My #NewYearsResolution is simply remembering to write 2015 instead of 2014;;2014-12-31T22:51:00;2014-12-31;5,50545E+17;Grayling, Michigan;MI;Eastern Time (US & Canada);Midwest
Make new friends;male;carsonkowalski3;Family/Friends/Relationships;0;Staying single #NewYearsResolution;;2014-12-31T22:50:00;2014-12-31;5,50545E+17;Camp Pendleton, CA;CA;Eastern Time (US & Canada);West
Be more positive;female;QueenGurleenS;Personal Growth;1;Don't let bs in my life #NewYearsResolution;;2014-12-31T22:50:00;2014-12-31;5,50545E+17;Seattle;WA;;West
Improve my attitude;male;KrazyJDaBoss;Personal Growth;0;#NewYearsResolution 2... 5/27/2015 change the way i look at life completely... Change life as i know it... #OneMoreBirthday #23;;2014-12-31T22:50:00;2014-12-31;5,50545E+17;Killeen, Tx;TX;Alaska;South
Humor about Personal Growth and Interests Resolutions;female;LovelyBenz;Humor;0;#NewYearsResolution keep my lips in-chapped @ChapStick you're my new best friend for #2015;;2014-12-31T22:49:00;2014-12-31;5,50544E+17;Virginia;VA;Eastern Time (US & Canada);South
Humor about Family/Friends/Relationships Resolutions;male;RealAmerican24;Humor;0;#NewYearsResolution Fuck @Vanessa_Lever. http://t.co/C83yhr1bor;;2014-12-31T22:49:00;2014-12-31;5,50544E+17;Venice Beach, Calif.;CA;;West
Find a Girlfriend;male;JiggyBryan;Family/Friends/Relationships;1;#NewYearsResolution .. Get a solid / loyal Girl ??__???;;2014-12-31T22:48:00;2014-12-31;5,50544E+17;Inglewood Ca;CA;Pacific Time (US & Canada);West
Improve my body;male;JonathanGrayWho;Health & Fitness;0;"#NewYearsResolution 
1) BE UNDER 300LBS
2) FIND A BETTER JOB
3) BE MORE RESPONSIBLE
4) READ 2 BOOK
5) PAY OFF CREDIT CARD
6) BE FEARLESS
#JG";;2014-12-31T22:48:00;2014-12-31;5,50544E+17;Roselle,IL 60172;IL;Central Time (US & Canada);Midwest
Be more positive;male;KrazyJDaBoss;Personal Growth;0;#NewYearsResolution 1.. Be more positive..;;2014-12-31T22:48:00;2014-12-31;5,50544E+17;Killeen, Tx;TX;Alaska;South
Find a charity to support;female;AAPremlall;Philanthropic;0;"For all who asked what my #NewYearsResolution was. 

Well, here it is... http://t.co/ZFBfQF6td2";;2014-12-31T22:47:00;2014-12-31;5,50544E+17;??? | Queens | NYC  |  Earth;NY;Eastern Time (US & Canada);Northeast
Spend more time on my hobby;female;vintagegalaxies;Recreation & Leisure;2;RT @chels_corder: #NewYearsResolution watch as much Netflix as possible and only leave my room when necessary?????;;2014-12-31T22:47:00;2014-12-31;5,50544E+17;Pennsylvania;PA;Atlantic Time (Canada);Northeast
Be more positive;male;BrothaLogan;Personal Growth;0;#NewYearsResolution Is to loosen up, laugh more, and enjoy the path that is my life.;;2014-12-31T22:46:00;2014-12-31;5,50544E+17;Corpus Christi;TX;Eastern Time (US & Canada);South
Learn a new skill;female;AlbanieTauryn;Education/Training;0;I resolve to learn how to Twitter. #NewYearsEve #NewYearsResolution #Twitter;;2014-12-31T22:46:00;2014-12-31;5,50544E+17;Texas;TX;Central Time (US & Canada);South
Stop procrastinating;male;tcsparky;Time Management/Organization;0;Manage my time and money a lot wiser. #NewYearsResolution;;2015-01-01T09:48:00;2015-01-01;5,5071E+17;West Saint Paul, Minnesota;MN;Mountain Time (US & Canada);Midwest
Other;male;DynamoCooligan;Recreation & Leisure;3;RT @sammymewy: My #NewYearsResolution is to watch every episode in #TheWalkingDeadMarathon without getting off the couch. #2015;;2015-01-01T09:47:00;2015-01-01;5,5071E+17;Houston, Texas;TX;Central Time (US & Canada);South
See a Concert/Show;male;dekecopenhaver;Recreation & Leisure;0;#NewYearsResolution # 2: Make it a priority to see lots of live music shows with friends in #2015. Any suggestions would be appreciated.:);;2015-01-01T09:47:00;2015-01-01;5,5071E+17;Augusta;GA;;South
Other;female;EBFsteph;Recreation & Leisure;0;#NewYearsResolution nap everyday;;2015-01-01T09:47:00;2015-01-01;5,5071E+17;Blacksburg, VA;VA;Eastern Time (US & Canada);South
Eat healthier;male;ChrisRoutly;Health & Fitness;0;My #NewYearsResolution to avoid carbs and sugar went flawlessly right up until we had cinnamon rolls for breakfast.;;2015-01-01T09:47:00;2015-01-01;5,5071E+17;Portland, OR;OR;Pacific Time (US & Canada);West
Cook more;female;ArcherLori;Recreation & Leisure;0;Thanks, @HGTV. #hgtvroseparade sunk to a new low. Make your 2015 #NewYearsResolution to put the Garden back in HGTV. These hosts are AWFUL.;;2015-01-01T09:46:00;2015-01-01;5,5071E+17;Vienna, VA;VA;America/New_York;South
Be more positive;female;verthurt1;Personal Growth;2;#NewYearsResolution Stop Blaming everyone for my problems;;2015-01-01T09:46:00;2015-01-01;5,5071E+17;Texas;TX;;South
Eat healthier;male;BLAKE_thaSNAKE;Health & Fitness;0;#NewYearsResolution Give up fast food for a whole year.... I only made it 4 hours.  Well I guess there's always next year _??_??;;2015-01-01T09:45:00;2015-01-01;5,50709E+17;Indianapolis, Indiana;IN;Atlantic Time (Canada);Midwest
Be more positive;female;Hippie_kitty_13;Personal Growth;0;Happy New Year! For my New Year's resolution, i resolve to find my wedding dress and continue to be my awesome self :) #NewYearsResolution;;2015-01-01T09:45:00;2015-01-01;5,50709E+17;Saint Louis, MO;MO;Central Time (US & Canada);Midwest
Humor about Personal Growth and Interests Resolutions;male;Jbakeindy;Humor;1;RT @I_Cant_Fish: #NewYearsResolution Don't buy crack for a year. For the 21st time.;;2015-01-01T09:45:00;2015-01-01;5,50709E+17;Indianapolis;IN;Eastern Time (US & Canada);Midwest
Excersize More;male;tonykingart;Health & Fitness;1;RT @BluegrassBelle_: #NewYearsResolution Actually use the gym I have access to at school;;2015-01-01T09:45:00;2015-01-01;5,50709E+17;The ....O - Town Ky.;KY;Central Time (US & Canada);South
Go to the gym more;male;Travelletti_90;Health & Fitness;0;Howdy 2015! Guess I'll spend 2-3 weeks in the gym now. #NewYearsResolution;;2015-01-01T09:44:00;2015-01-01;5,50709E+17;Stillwater, Oklahoma;OK;Central Time (US & Canada);South
Be more positive;male;ATLREPPA;Personal Growth;0;#NewYearsResolution to continue just to be ME _??? _??_???;;2015-01-01T09:44:00;2015-01-01;5,50709E+17;Atlanta, Ga..;GA;Eastern Time (US & Canada);South
Find a charity to support;female;ascheetz9;Philanthropic;1;RT @SistaaaaaaSoul: #NewYearsResolution 8. Stop girl hate when I see it;;2015-01-01T09:43:00;2015-01-01;5,50709E+17;Metro Detroit;MI;Quito;Midwest
Other;male;artofjeffp;Personal Growth;0;My #NewYearsResolution is 2D15. Only going to paint and draw at home. Really want to focus on handling color and light better.;;2015-01-01T09:43:00;2015-01-01;5,50709E+17;San Francisco, California;CA;Pacific Time (US & Canada);West
Improve my body;male;jmpiwtorak;Health & Fitness;0;@ckogreenville my #NewYearsResolution is to run a 13.1 #MyMotivation #CKOKickboxing http://t.co/EAp1wE8a26;[34.84548276, -82.32398408];2015-01-01T09:42:00;2015-01-01;5,50709E+17;Buffalo, NY & Greenville, SC ;NY;Quito;Northeast
